"replication","weight","speed","surface_roughness"
2,0.25,35,555.140554145728
3,0.25,35,543.429481907041
1,0.275,35,562.707223410912
2,0.275,35,545.955147919414
3,0.275,35,541.185060519868
1,0.3,35,546.766523985818
2,0.3,35,541.692531636276
3,0.3,35,539.213978784559
1,0.325,35,555.361333428942
2,0.325,35,526.473022003544
3,0.325,35,544.432433147828
1,0.35,35,555.053214481991
2,0.35,35,544.981369095123
3,0.35,35,545.433054227334
1,0.375,35,536.058109530586
2,0.375,35,533.988765004446
3,0.375,35,541.889654704028
1,0.4,35,536.980709457923
2,0.4,35,543.271689567197
3,0.4,35,542.925408692864
1,0.425,35,548.522784683526
2,0.425,35,544.770356332142
3,0.425,35,522.346747690799
1,0.45,35,522.328264858988
2,0.45,35,534.349170682039
3,0.45,35,529.670057646988
1,0.475,35,541.830376530082
2,0.475,35,528.221099575229
3,0.475,35,554.775076863582
1,0.5,35,523.506404153725
2,0.5,35,532.318713331091
3,0.5,35,532.441416623262
1,0.025,40,561.290927217339
2,0.025,40,558.515553865448
3,0.025,40,563.085594683733
1,0.05,40,551.807496447107
2,0.05,40,557.327652748619
3,0.05,40,564.360564521675
1,0.075,40,562.780009645271
2,0.075,40,545.664172425649
3,0.075,40,573.11098873384
1,0.1,40,549.292185756787
2,0.1,40,567.016310996226
3,0.1,40,551.49622407559
1,0.125,40,552.213000513871
2,0.125,40,554.352339590218
3,0.125,40,543.508525443715
1,0.15,40,542.242911651915
2,0.15,40,554.008804749228
3,0.15,40,545.669184268293
1,0.175,40,538.407804402293
2,0.175,40,542.498659828301
3,0.175,40,548.958985664758
1,0.2,40,548.011511437243
2,0.2,40,544.338827879871
3,0.2,40,527.449509998467
1,0.225,40,537.97652217324
2,0.225,40,538.761527883857
3,0.225,40,544.480789868763
1,0.25,40,542.548166392325
2,0.25,40,527.401794898641
3,0.25,40,532.375106923005
1,0.275,40,532.477316980664
2,0.275,40,542.745243654443
3,0.275,40,529.398990833576
1,0.3,40,526.998159223092
2,0.3,40,539.419958760264
3,0.3,40,528.531707374951
1,0.325,40,521.540896344568
2,0.325,40,532.315060997479
3,0.325,40,522.989188008127
1,0.35,40,523.352297252529
2,0.35,40,531.386506818558
3,0.35,40,510.257109556013
1,0.375,40,502.298498564499
2,0.375,40,519.373015432274
3,0.375,40,524.541625216798
1,0.4,40,514.396142350983
2,0.4,40,522.041979685782
3,0.4,40,518.467272946685
1,0.425,40,502.936783867801
2,0.425,40,502.456764640845
3,0.425,40,502.521311802445
1,0.45,40,509.947575434226
2,0.45,40,512.464173362121
3,0.45,40,513.963547646776
1,0.475,40,498.451418746123
2,0.475,40,498.51857797364
3,0.475,40,508.253612726838
1,0.5,40,509.647573199118
2,0.5,40,506.823024813211
3,0.5,40,500.160055013234
1,0.025,45,542.59725464356
2,0.025,45,544.74954011914
3,0.025,45,543.226537075599
1,0.05,45,544.561036564077
2,0.05,45,538.197882745505
3,0.05,45,550.994423151265
1,0.075,45,546.493293072384
2,0.075,45,526.905807740822
3,0.075,45,534.367151616997
1,0.1,45,528.949940229599
2,0.1,45,526.758680475664
3,0.1,45,531.023668606636
1,0.125,45,539.78117064487
2,0.125,45,532.622249562492
3,0.125,45,535.504118729175
1,0.15,45,509.87427061369
2,0.15,45,522.305921077319
3,0.15,45,522.494600539158
1,0.175,45,536.564584196724
2,0.175,45,520.045922697704
3,0.175,45,517.808748722897
1,0.2,45,512.100642974092
2,0.2,45,527.256623075457
3,0.2,45,524.122472229126
1,0.225,45,514.912502195385
2,0.225,45,506.225973426533
3,0.225,45,520.917631166046
1,0.25,45,526.565000841099
2,0.25,45,533.547708690401
3,0.25,45,510.374409255984
1,0.275,45,502.552824364118
2,0.275,45,502.266126961379
3,0.275,45,507.461249122019
1,0.3,45,511.65517749922
2,0.3,45,514.244170420105
3,0.3,45,501.104309836297
1,0.325,45,510.63007114366
2,0.325,45,501.867934178631
3,0.325,45,504.201909796639
1,0.35,45,502.004657203288
2,0.35,45,499.673151725021
3,0.35,45,507.425666787433
1,0.375,45,505.635439150568
2,0.375,45,491.652094668265
3,0.375,45,499.866993361025
1,0.4,45,488.765984703184
2,0.4,45,496.223583819245
3,0.4,45,504.699782624554
1,0.425,45,502.27669496187
2,0.425,45,495.706287973451
3,0.425,45,487.696678449539
1,0.45,45,493.371703283383
2,0.45,45,480.058290184194
3,0.45,45,477.352955924406
1,0.475,45,497.684331184696
2,0.475,45,490.857330243392
3,0.475,45,483.749081521813
1,0.5,45,485.819516730505
2,0.5,45,489.792084416233
3,0.5,45,481.063264543456
1,0.025,50,524.544267824404
2,0.025,50,505.158567827456
3,0.025,50,518.567450813401
1,0.05,50,506.271337408831
2,0.05,50,517.427519330465
3,0.05,50,510.073427324653
1,0.075,50,512.157762021753
2,0.075,50,520.305634127576
3,0.075,50,506.361303927886
1,0.1,50,499.691414191408
2,0.1,50,515.370758035682
3,0.1,50,512.057715059512
1,0.125,50,516.571407040892
2,0.125,50,499.690007071167
3,0.125,50,487.188664687921
1,0.15,50,500.433573984415
2,0.15,50,501.96305159272
3,0.15,50,495.610572490297
1,0.175,50,498.370532032885
2,0.175,50,505.826434574891
3,0.175,50,485.33966931681
1,0.2,50,502.761788337197
2,0.2,50,493.753355163857
3,0.2,50,501.669965624949
1,0.225,50,482.00798654885
2,0.225,50,498.496641635015
3,0.225,50,496.277353941824
1,0.25,50,482.439911684657
2,0.25,50,484.242346727291
3,0.25,50,490.654946780347
1,0.275,50,495.748841523842
2,0.275,50,485.498613788031
3,0.275,50,490.807802283675
1,0.3,50,483.495106790107
2,0.3,50,486.817945529365
3,0.3,50,496.262533553566
1,0.325,50,480.780009322174
2,0.325,50,478.703136645885
3,0.325,50,492.519430164153
1,0.35,50,469.861173077075
2,0.35,50,477.199809838256
3,0.35,50,489.793753717256
1,0.375,50,485.680550128818
2,0.375,50,477.655958033803
3,0.375,50,486.999222696188
1,0.4,50,465.188427154141
2,0.4,50,467.195894792494
3,0.4,50,474.029117079171
1,0.425,50,474.484838474076
2,0.425,50,466.303455459646
3,0.425,50,459.400106173535
1,0.45,50,471.650211787777
2,0.45,50,462.644178226586
3,0.45,50,457.597588339659
1,0.475,50,469.685643222708
2,0.475,50,467.198354619735
3,0.475,50,465.168967288395
1,0.5,50,455.174245379347
2,0.5,50,459.392602519205
3,0.5,50,449.474437123905
1,0.025,55,496.089988349512
2,0.025,55,489.572039536718
3,0.025,55,490.680173348112
1,0.05,55,485.137982902061
2,0.05,55,488.207582956701
3,0.05,55,485.804549591863
1,0.075,55,491.121119155827
2,0.075,55,481.057093177648
3,0.075,55,482.590378843256
1,0.1,55,477.696844647864
2,0.1,55,482.82902507263
3,0.1,55,485.45256114034
1,0.125,55,478.379395008096
2,0.125,55,469.735325824366
3,0.125,55,477.662218865305
1,0.15,55,482.508267180805
2,0.15,55,473.897272172468
3,0.15,55,483.073633124738
1,0.175,55,470.744249058193
2,0.175,55,459.239949525886
3,0.175,55,471.620953573169
1,0.2,55,471.625458137752
2,0.2,55,467.361256765073
3,0.2,55,472.458861495981
1,0.225,55,459.371213794555
2,0.225,55,459.839201492721
3,0.225,55,463.421380350366
1,0.25,55,450.975255742448
2,0.25,55,469.202419863192
3,0.25,55,461.935074595368
1,0.275,55,458.067541761279
2,0.275,55,455.500851522259
3,0.275,55,464.058784513218
1,0.3,55,468.859466620173
2,0.3,55,452.481667794892
3,0.3,55,461.095906679696
1,0.325,55,458.669346180744
2,0.325,55,439.20257608961
3,0.325,55,462.555616107101
1,0.35,55,454.891879935849
2,0.35,55,431.21634092513
3,0.35,55,456.774877800942
1,0.375,55,450.429521547162
2,0.375,55,438.131347555079
3,0.375,55,439.804814070425
1,0.4,55,443.915744894416
2,0.4,55,448.712955495392
3,0.4,55,445.040536866228
1,0.425,55,442.105455063873
2,0.425,55,440.11380853328
3,0.425,55,449.751212247622
1,0.45,55,425.701548270954
2,0.45,55,438.21783301307
3,0.45,55,445.74859574606
1,0.475,55,440.536155329404
2,0.475,55,444.604919646272
3,0.475,55,445.374366784794
1,0.5,55,419.951448317175
2,0.5,55,422.894755743825
3,0.5,55,417.992332947731
1,0.025,60,460.489080376254
2,0.025,60,467.227914526114
3,0.025,60,462.021559144879
1,0.05,60,452.61881215604
2,0.05,60,468.724369932794
3,0.05,60,463.913838689165
1,0.075,60,446.762398499462
2,0.075,60,451.506534356288
3,0.075,60,461.870976447983
1,0.1,60,449.105353304673
2,0.1,60,449.087996685173
3,0.1,60,445.149628917649
1,0.125,60,459.471548216899
2,0.125,60,436.980078570979
3,0.125,60,448.680923915033
1,0.15,60,457.320404332925
2,0.15,60,444.745400625816
3,0.15,60,449.375961580745
1,0.175,60,425.946080010635
2,0.175,60,434.56396928855
3,0.175,60,451.1676046709
1,0.2,60,446.601627657153
2,0.2,60,446.010854624174
3,0.2,60,451.629932576044
1,0.225,60,440.998990747265
2,0.225,60,429.605518641836
3,0.225,60,447.248075497679
1,0.25,60,440.729038119694
2,0.25,60,437.848270329474
3,0.25,60,431.166800528711
1,0.275,60,444.676648588592
2,0.275,60,430.559156039583
3,0.275,60,430.107307144917
1,0.3,60,428.94344010123
2,0.3,60,433.959682967352
3,0.3,60,423.657811854761
1,0.325,60,430.954821592234
2,0.325,60,425.75856185537
3,0.325,60,436.614494317436
1,0.35,60,409.681210974187
2,0.35,60,425.425618190915
3,0.35,60,422.830544626952
1,0.375,60,416.129163600471
2,0.375,60,404.449048199173
3,0.375,60,442.300682509321
1,0.4,60,401.420349195528
2,0.4,60,420.582124144323
3,0.4,60,418.701787966218
1,0.425,60,401.904738123969
2,0.425,60,416.328226569277
3,0.425,60,418.582263718745
1,0.45,60,408.793021109485
2,0.45,60,410.10653962966
3,0.45,60,414.653545719546
1,0.475,60,412.229915760693
2,0.475,60,416.833929145147
3,0.475,60,428.160106826237
1,0.5,60,397.646490264353
2,0.5,60,421.229009228252
3,0.5,60,399.148388967025
1,0.025,65,433.993952912147
2,0.025,65,430.862320719197
3,0.025,65,416.036530358218
1,0.05,65,431.980313659019
2,0.05,65,423.978907729169
3,0.05,65,421.821608808663
1,0.075,65,423.331627752472
2,0.075,65,425.546210267409
3,0.075,65,426.510978498067
1,0.1,65,417.822390753256
2,0.1,65,432.075206888292
3,0.1,65,412.468417065217
1,0.125,65,420.130951378247
2,0.125,65,429.671961112175
3,0.125,65,430.412919702999
1,0.15,65,410.998687339903
2,0.15,65,412.214805212741
3,0.15,65,417.96844359495
1,0.175,65,403.975963445994
2,0.175,65,409.350207484549
3,0.175,65,415.559777177593
1,0.2,65,419.687149959741
2,0.2,65,424.567942154589
3,0.2,65,408.712096187785
1,0.225,65,419.181197295769
2,0.225,65,407.892826227728
3,0.225,65,414.524140301629
1,0.25,65,403.512108486787
2,0.25,65,386.852481133797
3,0.25,65,401.491358339526
1,0.275,65,387.711209505078
2,0.275,65,394.193113761734
3,0.275,65,386.59216035021
1,0.3,65,410.173187440018
2,0.3,65,404.911506544333
3,0.3,65,391.306454143458
1,0.325,65,386.156150610778
2,0.325,65,386.026702668558
3,0.325,65,400.745326336622
1,0.35,65,385.869829622339
2,0.35,65,389.309480261873
3,0.35,65,389.178395689393
1,0.375,65,376.474285235263
2,0.375,65,397.103048750764
3,0.375,65,385.840504171525
1,0.4,65,380.806889769065
2,0.4,65,391.543301293543
3,0.4,65,388.442701017566
1,0.425,65,376.79453941219
2,0.425,65,378.089553511843
3,0.425,65,386.821180989539
1,0.45,65,366.625293934612
2,0.45,65,388.494257817613
3,0.45,65,381.440780138863
1,0.475,65,379.469749857377
2,0.475,65,383.579843121001
3,0.475,65,381.4585875214
1,0.5,65,372.250536639772
2,0.5,65,379.027984061018
3,0.5,65,364.74229278284
1,0.025,70,383.760188076478
2,0.025,70,403.190286013558
3,0.025,70,390.59224493216
1,0.05,70,394.248316266585
2,0.05,70,396.307932683895
3,0.05,70,389.570653300061
1,0.075,70,400.297248047541
2,0.075,70,377.43939061274
3,0.075,70,393.426965785964
1,0.1,70,394.829883059632
2,0.1,70,388.065274504274
3,0.1,70,380.572553932889
1,0.125,70,390.39656605498
2,0.125,70,387.379841387074
3,0.125,70,375.31525621675
1,0.15,70,381.553621697299
2,0.15,70,380.357608336943
3,0.15,70,381.931881574324
1,0.175,70,370.53019877024
2,0.175,70,376.103607438158
3,0.175,70,371.249079016573
1,0.2,70,365.555088856701
2,0.2,70,371.091595585972
3,0.2,70,378.008712949
1,0.225,70,388.33534218586
2,0.225,70,369.523000699621
3,0.225,70,369.825816505923
1,0.25,70,371.104365952867
2,0.25,70,365.473359567936
3,0.25,70,375.524132753968
1,0.275,70,355.589109410765
2,0.275,70,357.337273339677
3,0.275,70,366.958294309851
1,0.3,70,356.288549586811
2,0.3,70,359.464619201022
3,0.3,70,349.166856565838
1,0.325,70,354.920770775829
2,0.325,70,356.331122510502
3,0.325,70,351.143874753761
1,0.35,70,351.047721483159
2,0.35,70,358.826207931804
3,0.35,70,360.736651823435
1,0.375,70,356.876999670815
2,0.375,70,354.459953595585
3,0.375,70,359.443884278482
1,0.4,70,360.040476428662
2,0.4,70,361.610451898593
3,0.4,70,337.737806989888
1,0.425,70,353.667049245836
2,0.425,70,340.905574947665
3,0.425,70,353.886087762202
1,0.45,70,337.094569989152
2,0.45,70,348.359107438324
3,0.45,70,341.866127523395
1,0.475,70,340.945595716449
2,0.475,70,348.611699218119
3,0.475,70,338.617118593059
1,0.5,70,341.887131024916
2,0.5,70,322.760001762189
3,0.5,70,328.228331794156
1,0.025,75,353.052592160343
2,0.025,75,355.410694225297
3,0.025,75,362.981576848266
1,0.05,75,352.903952157926
2,0.05,75,359.587134759854
3,0.05,75,346.873075828697
1,0.075,75,361.379096097658
2,0.075,75,345.346168518725
3,0.075,75,351.96282724785
1,0.1,75,342.122694691417
2,0.1,75,350.566006610884
3,0.1,75,348.026731624994
1,0.125,75,353.636585100688
2,0.125,75,341.281213590085
3,0.125,75,342.300587407118
1,0.15,75,342.549152434202
2,0.15,75,345.539557782152
3,0.15,75,339.673238266845
1,0.175,75,329.477629623455
2,0.175,75,352.274268530091
3,0.175,75,343.990391612399
1,0.2,75,327.457700443754
2,0.2,75,349.713371043399
3,0.2,75,338.004402971271
1,0.225,75,335.630055178375
2,0.225,75,352.758606396942
3,0.225,75,345.23979021559
1,0.25,75,332.761421225217
2,0.25,75,322.075332337138
3,0.25,75,343.19901428738
1,0.275,75,341.191774731773
2,0.275,75,330.941394714378
3,0.275,75,316.945637724163
1,0.3,75,323.94102426642
2,0.3,75,338.909886254526
3,0.3,75,325.322289753708
1,0.325,75,333.233173710201
2,0.325,75,320.078396399599
3,0.325,75,315.90766281636
1,0.35,75,326.881731066508
2,0.35,75,320.68494007957
3,0.35,75,310.093448917621
1,0.375,75,315.814772309161
2,0.375,75,302.891141625134
3,0.375,75,322.271049851971
1,0.4,75,295.314695644115
2,0.4,75,299.890494810845
3,0.4,75,323.768501475694
1,0.425,75,300.47377212727
2,0.425,75,313.218022492734
3,0.425,75,316.878747471196
1,0.45,75,315.464497516307
2,0.45,75,311.93986900659
3,0.45,75,305.434608756364
1,0.475,75,304.757037008971
2,0.475,75,312.46452640759
3,0.475,75,287.81663027039
1,0.5,75,286.099422332662
2,0.5,75,301.014067230281
3,0.5,75,295.662818803638
1,0.025,80,318.867971663726
2,0.025,80,301.331212307152
3,0.025,80,321.526510974218
1,0.05,80,329.833882173406
2,0.05,80,309.432456304256
3,0.05,80,318.558210975844
1,0.075,80,304.110811194349
2,0.075,80,315.274948824358
3,0.075,80,304.985019381374
1,0.1,80,323.9415459481
2,0.1,80,311.183888882543
3,0.1,80,318.86293383152
1,0.125,80,304.145499149654
2,0.125,80,308.521256928337
3,0.125,80,319.093316891033
1,0.15,80,316.590781837858
2,0.15,80,312.152439891571
3,0.15,80,309.932006018065
1,0.175,80,296.145174433477
2,0.175,80,294.120008009108
3,0.175,80,299.730175664018
1,0.2,80,284.56572428084
2,0.2,80,308.056573141383
3,0.2,80,295.146846502346
1,0.225,80,290.667543295212
2,0.225,80,288.780690411519
3,0.225,80,293.464784135743
1,0.25,80,295.33608270977
2,0.25,80,291.636778389691
3,0.25,80,288.073023060207
1,0.275,80,292.26068144532
2,0.275,80,279.819740486715
3,0.275,80,267.464463545688
1,0.3,80,279.071862300498
2,0.3,80,284.408921601295
3,0.3,80,293.087388873199
1,0.325,80,292.804924160435
2,0.325,80,274.575057016256
3,0.325,80,277.332055900847
1,0.35,80,271.99673393272
2,0.35,80,288.734630233095
3,0.35,80,280.116078054475
1,0.375,80,282.671658252553
2,0.375,80,274.048283382356
3,0.375,80,269.881423297009
1,0.4,80,272.878385199439
2,0.4,80,271.991820155988
3,0.4,80,272.668636499683
1,0.425,80,283.106588199418
2,0.425,80,258.949975067541
3,0.425,80,264.59301472296
1,0.45,80,261.283545216843
2,0.45,80,284.633544014564
3,0.45,80,280.898243885518
1,0.475,80,266.997336981948
2,0.475,80,255.374222346715
3,0.475,80,263.460244536288
1,0.5,80,256.24455726428
2,0.5,80,273.511808194768
3,0.5,80,252.183521465046
1,0.025,85,271.669476089305
2,0.025,85,277.421482325164
3,0.025,85,266.42728891268
1,0.05,85,265.936340049281
2,0.05,85,257.862032140658
3,0.05,85,266.714999773585
1,0.075,85,263.637699638765
2,0.075,85,276.282833096121
3,0.075,85,271.723204881306
1,0.1,85,256.887118746961
2,0.1,85,272.798111190333
3,0.1,85,273.258846761253
1,0.125,85,259.780887609938
2,0.125,85,247.613435880321
3,0.125,85,270.510538117853
1,0.15,85,264.848946012095
2,0.15,85,272.797202547443
3,0.15,85,264.825260032634
1,0.175,85,261.40713068534
2,0.175,85,252.300837389585
3,0.175,85,250.961962515797
1,0.2,85,251.981628982122
2,0.2,85,247.309820396128
3,0.2,85,261.379422227155
1,0.225,85,255.176522395832
2,0.225,85,251.355900247114
3,0.225,85,250.651569239569
1,0.25,85,245.106159740919
2,0.25,85,268.095425024471
3,0.25,85,268.821174497272
1,0.275,85,249.035265392136
2,0.275,85,247.676250973156
3,0.275,85,252.897411001302
1,0.3,85,237.085576026181
2,0.3,85,252.566245667851
3,0.3,85,229.748395437093
1,0.325,85,240.357510255623
2,0.325,85,239.403008355066
3,0.325,85,223.683211675879
1,0.35,85,241.36100361647
2,0.35,85,237.614969021237
3,0.35,85,249.174138757148
1,0.375,85,235.969241935602
2,0.375,85,242.55530662989
3,0.375,85,235.329864809027
1,0.4,85,236.624235965528
2,0.4,85,222.675627741756
3,0.4,85,235.834251423551
1,0.425,85,245.631342127157
2,0.425,85,224.715217063307
3,0.425,85,219.000198092546
1,0.45,85,228.990303152376
2,0.45,85,236.60625272426
3,0.45,85,233.301404073048
1,0.475,85,232.747951748204
2,0.475,85,230.453106561102
3,0.475,85,229.118352114133
1,0.5,85,226.419173781642
2,0.5,85,216.378397778942
3,0.5,85,235.263623146643
1,0.025,90,215.434630845063
2,0.025,90,250.59303705315
3,0.025,90,231.402256087164
1,0.05,90,237.475846217507
2,0.05,90,229.093739954582
3,0.05,90,221.324762546075
1,0.075,90,220.739141676833
2,0.075,90,226.449636992114
3,0.075,90,234.803474592508
1,0.1,90,225.575320289047
2,0.1,90,220.584881205243
3,0.1,90,237.914567781379
1,0.125,90,222.601451989764
2,0.125,90,219.735524949566
3,0.125,90,220.14547598748
1,0.15,90,200.663674527668
2,0.15,90,216.951332532776
3,0.15,90,221.365176859205
1,0.175,90,220.498159672884
2,0.175,90,215.04074053294
3,0.175,90,218.357601252999
1,0.2,90,207.547577215726
2,0.2,90,205.281287948834
3,0.2,90,213.743167355139
1,0.225,90,208.300904793479
2,0.225,90,209.740508061151
3,0.225,90,207.511987382231
1,0.25,90,208.711849080619
2,0.25,90,210.3644663779
3,0.25,90,219.040814070278
1,0.275,90,203.325053588993
2,0.275,90,206.924046523691
3,0.275,90,215.62346857329
1,0.3,90,190.810217657809
2,0.3,90,199.502118333662
3,0.3,90,188.367611334749
1,0.325,90,190.84388347036
2,0.325,90,184.217136812495
3,0.325,90,199.236694114953
1,0.35,90,191.452960442045
2,0.35,90,198.946064277196
3,0.35,90,192.269171507896
1,0.375,90,198.417164283992
2,0.375,90,190.844871999355
3,0.375,90,199.304315153205
1,0.4,90,186.201477794241
2,0.4,90,189.765156368929
3,0.4,90,197.185746009514
1,0.425,90,202.062066443009
2,0.425,90,198.773425610665
3,0.425,90,190.481798495583
1,0.45,90,180.790565288843
2,0.45,90,165.346955982577
3,0.45,90,189.651785655518
1,0.475,90,185.064225793463
2,0.475,90,173.426491057472
3,0.475,90,167.467561675292
1,0.5,90,193.085129777955
2,0.5,90,186.899563664836
3,0.5,90,157.605482357166
1,0.025,95,202.398321229272
2,0.025,95,182.154045362814
3,0.025,95,185.219927050722
1,0.05,95,190.003707900624
2,0.05,95,183.085486335381
3,0.05,95,186.008151150061
1,0.075,95,185.562633734254
2,0.075,95,165.920625263284
3,0.075,95,197.530846647975
1,0.1,95,175.799456817744
2,0.1,95,171.19480677656
3,0.1,95,174.049303152402
1,0.125,95,165.585423109442
2,0.125,95,175.194335437979
3,0.125,95,171.410773184332
1,0.15,95,170.747031371435
2,0.15,95,153.661375338425
3,0.15,95,177.886962582677
1,0.175,95,175.161297656187
2,0.175,95,169.584946188153
3,0.175,95,150.982442273272
1,0.2,95,168.377956632406
2,0.2,95,165.393787321507
3,0.2,95,162.087646732862
1,0.225,95,159.218431023549
2,0.225,95,163.879337311254
3,0.225,95,159.181497160176
1,0.25,95,149.695347522638
2,0.25,95,155.32021526289
3,0.25,95,160.351860256627
1,0.275,95,166.813164732703
2,0.275,95,153.290102178225
3,0.275,95,166.792204356934
1,0.3,95,157.20704963145
2,0.3,95,160.439330062057
3,0.3,95,154.497643479411
1,0.325,95,153.532216482807
2,0.325,95,153.417299485338
3,0.325,95,152.991902307681
1,0.35,95,142.244715083153
2,0.35,95,145.357211599635
3,0.35,95,140.975841872684
1,0.375,95,140.402166615235
2,0.375,95,140.498645443293
3,0.375,95,144.20614662321
1,0.4,95,138.603812523623
2,0.4,95,142.80636280474
3,0.4,95,124.450865514919
1,0.425,95,159.594786811242
2,0.425,95,127.262240000625
3,0.425,95,139.762358260612
1,0.45,95,135.247917061073
2,0.45,95,140.503472597857
3,0.45,95,133.343926506631
1,0.475,95,124.561146533955
2,0.475,95,139.872502905522
3,0.475,95,132.329963748882
1,0.5,95,128.958556571929
2,0.5,95,133.847940657726
3,0.5,95,119.73899096044
1,0.025,100,134.993569206233
2,0.025,100,112.573684703687
3,0.025,100,141.656079618461
1,0.05,100,126.241917275959
2,0.05,100,140.259007253574
3,0.05,100,129.091068373132
1,0.075,100,136.157489738655
2,0.075,100,117.507903110255
3,0.075,100,126.055367112172
1,0.1,100,113.326025819045
2,0.1,100,142.756813042109
3,0.1,100,125.066980037947
1,0.125,100,138.175111771393
2,0.125,100,122.476381561093
3,0.125,100,124.070447488673
1,0.15,100,122.089617350492
2,0.15,100,116.028365889038
3,0.15,100,114.679506793348
1,0.175,100,125.986875835329
2,0.175,100,123.944813172456
3,0.175,100,116.310861072095
1,0.2,100,117.487148131136
2,0.2,100,103.747948498682
3,0.2,100,119.04909728123
1,0.225,100,106.384147480653
2,0.225,100,116.736208427939
3,0.225,100,116.215653044036
1,0.25,100,111.148564220226
2,0.25,100,123.200389707976
3,0.25,100,105.06543004367
1,0.275,100,102.419685607185
